,CENPK_ETH_vs_CENPK_EXP,HUMgE_72h_vs_CENPK_ETH,HUMgE_72h_vs_CENPK_EXP,HUMgE_72h_vs_HUMgE_ETH,HUMgE_96h_vs_CENPK_ETH,HUMgE_96h_vs_CENPK_EXP,HUMgE_96h_vs_HUMgE_72h,HUMgE_ETH_vs_CENPK_ETH,HUMgE_ETH_vs_CENPK_EXP,HUMgE_ETH_vs_HUMgE_EXP,HUMgE_EXP_vs_CENPK_EXP,HUMgE_EXP_vs_HUMg_EXP,HUMgEhE_72h_vs_CENPK_ETH,HUMgEhE_72h_vs_CENPK_EXP,HUMgEhE_72h_vs_HUMgEhE_ETH,HUMgEhE_96h_vs_CENPK_ETH,HUMgEhE_96h_vs_CENPK_EXP,HUMgEhE_96h_vs_HUMgEhE_72h,HUMgEhE_ETH_vs_CENPK_ETH,HUMgEhE_ETH_vs_CENPK_EXP,HUMgEhE_ETH_vs_HUMgEhE_EXP,HUMgEhE_EXP_vs_CENPK_EXP,HUMgEhE_EXP_vs_HUMgE_EXP,HUMgEh_EXP_vs_CENPK_EXP,HUMgEh_EXP_vs_HUMg_EXP,HUMg_EXP_vs_CENPK_EXP,LIMg_72h_vs_CENPK_ETH,LIMg_72h_vs_CENPK_EXP,LIMg_72h_vs_NER_72h,LIMg_96h_vs_CENPK_ETH,LIMg_96h_vs_CENPK_EXP,LIMg_96h_vs_LIMg_72h,LIMg_96h_vs_NER_96h,NER_72h_vs_CENPK_ETH,NER_72h_vs_CENPK_EXP,NER_96h_vs_CENPK_ETH,NER_96h_vs_CENPK_EXP,NER_96h_vs_NER_72h,NERgE_72h_vs_CENPK_ETH,NERgE_72h_vs_CENPK_EXP,NERgE_72h_vs_NERg_72h,NERgE_96h_vs_CENPK_ETH,NERgE_96h_vs_CENPK_EXP,NERgE_96h_vs_NERgE_72h,NERgE_96h_vs_NERg_96h,NERg_72h_vs_CENPK_ETH,NERg_72h_vs_CENPK_EXP,NERg_72h_vs_NER_72h,NERg_96h_vs_CENPK_ETH,NERg_96h_vs_CENPK_EXP,NERg_96h_vs_NER_96h,NERg_96h_vs_NERg_72h,VAL_72h_vs_CENPK_ETH,VAL_72h_vs_CENPK_EXP,VAL_72h_vs_NER_72h,VAL_96h_vs_CENPK_ETH,VAL_96h_vs_CENPK_EXP,VAL_96h_vs_NER_96h,VAL_96h_vs_VAL_72h,VALg_72h_vs_CENPK_ETH,VALg_72h_vs_CENPK_EXP,VALg_72h_vs_VAL_72h,VALg_96h_vs_CENPK_ETH,VALg_96h_vs_CENPK_EXP,VALg_96h_vs_VAL_96h,VALg_96h_vs_VALg_72h
GSY2,5.3043,-0.1172,5.1872,-0.3671,-0.8692,4.4351,-0.7521,0.2499,5.5543,0.4736,5.0807,1.8679,-0.0952,5.2091,0.7852,-1.6509,3.6534,-1.5556,-0.8805,4.4238,0.4282,3.9956,-1.085,3.3,0.0872,3.2128,-1.9233,3.381,-1.4558,-1.4443,3.86,0.4789,-0.9303,-0.4674,4.8369,-0.514,4.7903,-0.0466,-0.8518,4.4525,0.2583,-1.1405,4.1638,-0.2887,-0.0865,-1.1101,4.1942,-0.6426,-1.054,4.2503,-0.54,0.0561,-1.0939,4.2104,-0.6265,-1.6772,3.6271,-1.1632,-0.5833,-1.7493,3.5551,-0.6553,-1.784,3.5204,-0.1068,-0.0347
GTB1,0.3027,-0.0087,0.294,-0.6251,0.6549,0.9576,0.6636,0.6163,0.9191,-0.8927,1.8118,-0.0888,0.9967,1.2994,-0.2133,1.1441,1.4469,0.1474,1.21,1.5127,-0.3391,1.8518,0.04,1.9989,0.0983,1.9007,1.5909,1.8936,-0.7904,0.6398,0.9426,-0.951,-0.8974,2.3813,2.6841,1.5372,1.84,-0.8441,2.0998,2.4026,0.6102,1.0578,1.3605,-1.0421,0.1038,1.4897,1.7924,-0.8917,0.9539,1.2567,-0.5833,-0.5357,2.4114,2.7141,0.0301,1.2988,1.6015,-0.2384,-1.1126,2.0262,2.329,-0.3852,1.8233,2.126,0.5245,-0.203
GTF1,2.4955,-0.607,1.8885,-0.2301,-0.5537,1.9418,0.0533,-0.3769,2.1186,0.7518,1.3669,-0.5238,-0.6797,1.8158,0.4533,-0.8174,1.6781,-0.1378,-1.133,1.3626,0.2299,1.1327,-0.2341,2.0013,0.1106,1.8907,-1.8707,0.6248,-0.991,-1.3483,1.1472,0.5224,-0.4335,-0.8797,1.6158,-0.9148,1.5807,-0.0351,-0.5864,1.9091,0.078,-0.5337,1.9618,0.0527,0.0776,-0.6643,1.8312,0.2154,-0.6113,1.8842,0.3035,0.0531,-1.492,1.0035,-0.6123,-1.121,1.3745,-0.2063,0.3709,-9.1703,-6.6747,-7.6783,-0.5544,1.9411,0.5666,8.6158
GTO1,12.4082,-5.0242,7.384,-3.766,-8.7953,3.6129,-3.771,-1.2582,11.15,1.2912,9.8588,9.8588,-0.8532,11.555,5.5927,-2.718,9.6902,-1.8648,-6.4459,5.9624,3.3888,2.5736,-7.2852,0,0,0,-12.4082,0,0,-12.4082,0,0,0,-12.4082,0,-12.4082,0,0,-12.4082,0,0,-12.4082,0,0,0,-12.4082,0,0,-12.4082,0,0,0,-12.4082,0,0,-5.7884,6.6198,6.6198,6.6198,-12.4082,0,0,-12.4082,0,-6.6198,0
GTR1,2.6887,-1.5177,1.1709,-0.4322,-2.2037,0.485,-0.6859,-1.0855,1.6031,-0.0846,1.6877,0.2828,-1.6146,1.0741,0.5005,-2.9827,-0.2941,-1.3681,-2.115,0.5736,0.2816,0.2921,-1.3957,1.1938,-0.2111,1.4049,-2.3697,0.3189,-1.0246,-2.7797,-0.091,-0.4099,-1.1158,-1.3451,1.3436,-1.6639,1.0248,-0.3188,-2.0279,0.6607,-0.5545,-2.0824,0.6063,-0.0545,3.7113,-1.4734,1.2153,-0.1283,-5.7937,-3.1051,-4.1298,-4.3203,-1.2271,1.4616,0.118,-2.2548,0.4339,-0.5909,-1.0277,-1.0583,1.6304,0.1688,-1.2086,1.4801,1.0462,-0.1503
GTR2,0.1048,0.3219,0.4267,0.0193,-0.5601,-0.4553,-0.882,0.3027,0.4075,-0.6555,1.063,0.1124,0.7701,0.8749,0.6415,-0.5333,-0.4285,-1.3034,0.1286,0.2334,0.3039,-0.0705,-1.1335,0.9705,0.0199,0.9505,-1.3505,-1.2457,-2.4207,-0.7861,-0.6813,0.5644,-0.8058,1.0702,1.175,0.0197,0.1245,-1.0505,0.4939,0.5987,0.0741,-0.3982,-0.2934,-0.8921,-0.6242,0.4198,0.5246,-0.6505,0.2261,0.3309,0.2063,-0.1937,0.5564,0.6612,-0.5138,-0.4312,-0.3264,-0.4509,-0.9876,0.917,1.0218,0.3606,0.998,1.1028,1.4292,0.081
GTS1,0.6722,0.7604,1.4327,0.2481,1.0267,1.699,0.2663,0.5124,1.1846,1.2189,-0.0343,-0.3982,-0.2245,0.4477,0.4394,-0.1167,0.5555,0.1078,-0.664,0.0083,-0.0921,0.1004,0.1347,0.4373,0.0734,0.3639,-0.5065,0.1657,0.1075,-0.7108,-0.0386,-0.2043,-1.0998,-0.6141,0.0582,0.3889,1.0612,1.003,-0.3988,0.2734,-0.464,0.2435,0.9157,0.6423,0.071,0.0652,0.7374,0.6793,0.1724,0.8447,-0.2165,0.1073,-0.3479,0.3243,0.2662,0.3361,1.0083,-0.0529,0.684,-0.2479,0.4244,0.1,-0.2527,0.4196,-0.5887,-0.0048
GTT1,2.7015,0.6843,3.3858,-0.3273,-0.1234,2.5781,-0.8077,1.0116,3.7131,2.3152,1.3978,-0.7716,0.0139,2.7154,0.7172,-1.1383,1.5632,-1.1522,-0.7033,1.9982,0.9647,1.0335,-0.3644,2.1077,-0.0617,2.1695,-1.2204,1.4811,-1.0691,-1.4786,1.2229,-0.2582,-0.4687,-0.1512,2.5502,-1.0099,1.6916,-0.8587,0.5495,3.251,0.2246,-0.2445,2.4569,-0.7941,0.0742,0.325,3.0264,0.4762,-0.3188,2.3827,0.6912,-0.6437,-0.4636,2.2379,-0.3123,-1.0075,1.694,0.0024,-0.544,-0.7814,1.9201,-0.3178,-0.5249,2.1766,0.4827,0.2565
GTT2,10.3815,-0.0997,10.2817,0.3733,-9.1129,1.2685,-9.0132,-0.473,9.9084,13.7632,-3.8548,0,-14.2362,-3.8548,-12.9025,-5.2075,5.174,9.0287,-1.3337,9.0477,7.9867,1.061,4.9158,-3.8548,0,-3.8548,-14.2362,-3.8548,-4.2018,-5.1437,5.2378,9.0926,-6.0604,-10.0344,0.3471,0.9167,11.2982,10.9511,-9.2732,1.1082,-5.1888,-14.2362,-3.8548,-4.963,-9.5236,-4.0844,6.2971,5.95,-4.7126,5.6689,-5.6293,-0.6282,-9.1292,1.2523,0.9052,1.2786,11.66,0.3618,10.4077,-3.7572,6.6243,5.372,1.755,12.1364,0.4764,5.5122
GTT3,3.5762,-1.4892,2.0871,-0.5605,-1.6091,1.9671,-0.1199,-0.9286,2.6476,-0.0139,2.6615,1.0841,-1.3905,2.1857,0.9296,-3.193,0.3832,-1.8025,-2.3201,1.2562,-0.0125,1.2687,-1.3928,1.7347,0.1573,1.5774,-2.8589,0.7173,-0.2469,-3.3092,0.267,-0.4503,-1.554,-2.6121,0.9642,-1.7552,1.8211,0.8569,-2.7617,0.8145,-0.2105,-2.3649,1.2113,0.3968,-0.2417,-2.5512,1.025,0.0609,-2.1233,1.453,-0.3681,0.4279,-2.1588,1.4174,0.4532,-2.3376,1.2386,-0.5824,-0.1788,-2.4182,1.1581,-0.2594,-2.5372,1.0391,-0.1996,-0.119
GUA1,-1.6414,-0.2262,-1.8676,0.0418,0.4161,-1.2253,0.6423,-0.268,-1.9094,-0.6432,-1.2662,-0.6734,-0.3792,-2.0206,-0.7366,0.2001,-1.4414,0.5792,0.3574,-1.284,-0.103,-1.181,0.0852,-0.6493,-0.0565,-0.5928,0.3207,-1.3207,-0.7198,0.2408,-1.4006,-0.0799,-0.7201,1.0405,-0.6009,0.9609,-0.6805,-0.0796,0.2862,-1.3552,-0.2505,0.5994,-1.042,0.3131,-0.1296,0.5367,-1.1047,-0.5038,0.7289,-0.9125,-0.2319,0.1922,0.8528,-0.7886,-0.1877,0.6628,-0.9786,-0.2981,-0.19,0.7305,-0.9109,-0.1223,0.6136,-1.0278,-0.0492,-0.1169
GUD1,8.3509,0.0365,8.3874,0.0093,-0.4675,7.8834,-0.504,0.0272,8.3781,0.3157,8.0624,0.6479,-0.5577,7.7932,0.2257,-1.0618,7.2891,-0.5041,-0.7834,7.5675,0.5343,7.0332,-1.0292,7.2096,-0.2049,7.4145,-3.8737,4.4773,-3.9446,-0.6777,7.6732,3.1959,3.0263,0.0709,8.4219,-3.7041,4.6469,-3.775,-7.5775,0.7735,-3.6387,-0.3068,8.0442,7.2707,0.0389,-3.9388,4.4122,-4.0097,-0.3456,8.0053,3.3585,3.5932,0.011,8.3619,-0.06,-0.1961,8.1548,3.508,-0.207,-7.8301,0.5208,-7.8411,-3.0435,5.3075,-2.8474,4.7867
GUF1,-2.4945,3.463,0.9685,0.2436,3.5289,1.0344,0.0659,3.2194,0.7249,-0.6141,1.339,0.1569,3.6647,1.1702,-0.1309,3.4315,0.937,-0.2332,3.7955,1.301,0.4214,0.8796,-0.4594,1.2524,0.0703,1.1822,3.7679,1.2734,-0.6791,3.2335,0.739,-0.5344,-0.4636,4.447,1.9525,3.6971,1.2025,-0.7499,3.8712,1.3767,-0.073,0.1449,-2.3497,-3.7264,-3.4509,3.9442,1.4497,-0.5028,3.5958,1.1013,-0.1013,-0.3484,3.5488,1.0543,-0.8981,2.7219,0.2274,-0.9751,-0.8269,-3.6878,-6.1823,-7.2367,0.4557,-2.0388,-2.2662,4.1435
GUK1,-0.624,-0.3602,-0.9842,0.2273,0.3626,-0.2614,0.7228,-0.5874,-1.2115,3.6507,-4.8622,-3.7498,-2.1595,-2.7835,0.6739,-2.0927,-2.7167,0.0668,-2.8334,-3.4574,2.292,-5.7494,-0.8872,-1.0997,0.0127,-1.1124,-0.7304,-1.3544,-0.4758,-0.2489,-0.8729,0.4815,0.228,-0.2547,-0.8787,-0.4769,-1.1009,-0.2223,-0.7337,-1.3577,-0.4688,0.0535,-0.5705,0.7872,-0.1138,-0.2649,-0.8889,-0.0102,0.1673,-0.4567,0.6443,0.4322,-1.2008,-1.8248,-0.9462,0.1012,-0.5228,0.5781,1.302,0.5252,-0.0988,1.726,0.5912,-0.0328,0.49,0.066
GUP1,3.094,-1.2417,1.8523,-0.45,-0.7769,2.317,0.4648,-0.7917,2.3023,-1.6567,3.9589,1.8219,0.3016,3.3956,0.3749,-0.7761,2.3179,-1.0778,-0.0732,3.0208,-0.1716,3.1924,-0.7665,2.0546,-0.0824,2.1371,-1.9438,1.1502,-2.9992,-2.8828,0.2112,-0.939,-3.1159,1.0554,4.1494,0.233,3.327,-0.8224,0.3762,3.4702,1.5356,-2.0178,1.0762,-2.394,-0.1845,-1.1594,1.9346,-2.2149,-1.8333,1.2606,-2.0664,-0.6739,0.872,3.966,-0.1834,-1.5851,1.5089,-1.8181,-2.4571,-1.9898,1.1042,-2.8618,-6.3089,-3.2149,-4.7238,-4.3191
GUS1,0.1067,-0.256,-0.1494,-0.2543,-0.1715,-0.0649,0.0845,-0.0018,0.1049,-0.9678,1.0727,0.5033,0.1781,0.2848,-0.1796,0.1466,0.2533,-0.0315,0.3577,0.4644,-0.4119,0.8762,-0.1964,0.615,0.0455,0.5694,0.0396,0.1463,-1.0618,0.1576,0.2643,0.118,-0.4941,1.1015,1.2081,0.6518,0.7584,-0.4497,0.4021,0.5088,0.0152,0.169,0.2757,-0.2331,0.057,0.3869,0.4936,-0.7146,0.112,0.2187,-0.5397,-0.2749,1.0565,1.1632,-0.045,0.2723,0.3789,-0.3795,-0.7842,0.5972,0.7038,-0.4593,0.7024,0.809,0.4301,0.1052
GUT1,7.661,-0.6342,7.0268,-0.5312,-0.7682,6.8928,-0.134,-0.103,7.558,-0.0365,7.5945,1.6923,0.7525,8.4135,0.7696,-1.5667,6.0943,-2.3192,-0.0171,7.6439,1.5285,6.1154,-1.4791,6.0468,0.1446,5.9022,-1.2824,6.3786,-1.4631,-0.5653,7.0957,0.7171,-0.2065,0.1806,7.8416,-0.3589,7.3022,-0.5395,-0.696,6.965,0.1747,-0.9718,6.6892,-0.2757,-0.3015,-0.8708,6.7903,-1.0514,-0.6702,6.9908,-0.3114,0.2005,1.4298,9.0908,1.2491,-0.2252,7.4358,0.1336,-1.655,-1.3454,6.3157,-2.7751,-1.6071,6.054,-1.3818,-0.2617
GUT2,4.5058,0.8718,5.3775,-0.1734,0.8718,5.3776,0.0001,1.0451,5.5509,0.516,5.0349,0.8879,1.0868,5.5926,0.7647,-0.4775,4.0283,-1.5643,0.3221,4.8279,1.4269,3.401,-1.6339,4.3914,0.2444,4.147,0.3001,4.8059,-1.9609,0.075,4.5807,-0.2252,-1.7034,2.261,6.7668,1.7784,6.2842,-0.4826,1.292,5.7978,0.0043,1.0768,5.5826,-0.2152,-0.1461,1.2877,5.7935,-0.9733,1.2229,5.7286,-0.5555,-0.0649,1.1774,5.6832,-1.0836,-0.2835,4.2223,-2.0619,-1.4608,-0.6069,3.8988,-1.7843,-0.4475,4.0583,-0.164,0.1594
GVP36,1.2136,-0.3811,0.8325,-0.4786,-0.2778,0.9358,0.1033,0.0976,1.3111,0.5713,0.7399,-0.0201,-0.5666,0.647,0.5268,-1.1167,0.0969,-0.55,-1.0934,0.1202,-0.0748,0.195,-0.5449,0.4747,-0.2852,0.7599,-1.2948,-0.0812,1.1362,-1.2495,-0.0359,0.0453,0.6456,-2.4311,-1.2175,-1.895,-0.6815,0.536,-1.2838,-0.0703,-0.3519,-0.7542,0.4594,0.5297,-0.0592,-0.9319,0.2817,1.4991,-0.695,0.5186,1.2001,0.237,-1.6926,-0.479,0.7384,-1.0523,0.1613,0.8427,0.6403,-0.7487,0.4649,0.9439,-0.6604,0.5532,0.3919,0.0884
GWT1,0.409,3.7852,4.1942,0.2002,3.2265,3.6355,-0.5586,3.5849,3.9939,-5.2969,9.2908,1.254,4.2624,4.6714,-3.476,7.5464,7.9554,3.2839,7.7384,8.1474,-0.3806,8.528,-0.7627,8.587,0.5502,8.0368,-3.7007,-3.2917,-8.4468,-3.7007,-3.2917,0,-12.4379,4.7461,5.1551,8.7372,9.1462,3.9911,4.3949,4.8039,4.3216,-3.7007,-3.2917,-8.0956,-3.7806,0.0733,0.4823,-4.6728,0.0799,0.4889,-8.6573,0.0066,8.6785,9.0875,3.9324,-3.7007,-3.2917,-12.4379,-12.3792,-3.7007,-3.2917,-12.3792,-3.7007,-3.2917,0,0
GYL1,1.3718,0.4755,1.8473,-0.19,-0.4258,0.9461,-0.9013,0.6655,2.0373,0.4046,1.6327,0.3296,-0.3383,1.0335,0.6092,-1.6388,-0.2669,-1.3005,-0.9475,0.4243,-0.21,0.6343,-0.9984,1.4749,0.1719,1.3031,-1.1299,0.242,-0.4519,-0.5676,0.8042,0.5622,-0.5198,-0.678,0.6939,-0.0478,1.3241,0.6302,0.2387,1.6106,0.3513,0.2058,1.5777,-0.0329,-0.2542,-0.1126,1.2593,0.5654,0.46,1.8319,0.5078,0.5726,-0.3288,1.043,0.3491,-0.7427,0.6292,-0.6949,-0.4139,0.6621,2.0339,0.9909,0.8335,2.2053,1.5762,0.1714
GYP1,1.3828,-0.0354,1.3474,-0.0405,-4.6031,-3.2203,-4.5676,0.005,1.3879,-0.788,2.1759,1.2681,0.1793,1.5621,0.0828,-1.2975,0.0853,-1.4768,0.0965,1.4793,0.0928,1.3865,-0.7894,1.0598,0.152,0.9078,-1.0626,0.3202,-1.4943,-0.936,0.4468,0.1266,-1.1182,0.4317,1.8145,0.1822,1.565,-0.2494,-0.6434,0.7394,-0.0915,-0.832,0.5508,-0.1886,-0.304,-0.5519,0.8309,-0.9836,-0.528,0.8548,-0.7103,0.0239,0.9644,2.3472,0.5327,0.266,1.6488,0.0838,-0.6983,-7.6762,-6.2933,-8.6405,-4.508,-3.1252,-4.774,3.1682
GYP5,1.9913,-0.7414,1.2499,-0.528,-0.6621,1.3292,0.0793,-0.2134,1.7779,0.1666,1.6113,0.2173,-0.5824,1.4089,0.3686,-1.1347,0.8566,-0.5523,-0.951,1.0403,-0.0982,1.1385,-0.4727,1.4277,0.0337,1.394,-1.1483,0.843,0.1523,-0.9857,1.0056,0.1626,-0.1196,-1.3006,0.6907,-0.8661,1.1252,0.4345,-1.6165,0.3748,-0.6204,-0.8886,1.1027,0.7279,-0.1883,-0.9961,0.9952,0.3045,-0.7003,1.291,0.1659,0.2958,-0.6236,1.3677,0.677,-0.6012,1.3901,0.2649,0.0224,-0.0915,1.8998,0.5321,-0.1003,1.8911,0.501,-0.0088
GYP6,-3.2011,-0.6385,-3.8396,2.7257,-3.3359,-6.537,-2.6974,-3.3642,-6.5653,-8.471,1.9057,0.4099,3.8426,0.6415,0.0562,-3.8864,-7.0875,-7.729,3.7864,0.5854,-0.2401,0.8255,-1.0803,0.8671,-0.6288,1.4959,0.3683,-2.8328,-4.3126,4.6117,1.4106,4.2434,0.0941,4.6808,1.4798,4.5176,1.3165,-0.1632,-3.3241,-6.5252,-0.3012,4.19,0.989,7.5142,3.2918,-3.0229,-6.224,-7.7037,0.8982,-2.3028,-3.6194,3.9211,4.2596,1.0585,-0.4212,3.8202,0.6191,-0.6974,-0.4394,4.7018,1.5007,0.4422,5.0782,1.8771,1.258,0.3764
GYP7,2.3116,0.1848,2.4963,-0.3665,-0.051,2.2606,-0.2358,0.5513,2.8629,0.0535,2.8093,-0.5514,0.5375,2.8491,0.2347,-0.5373,1.7742,-1.0748,0.3028,2.6143,0.5874,2.027,-0.7824,3.5025,0.1418,3.3607,0.0875,2.3991,-0.6008,-0.1853,2.1262,-0.2728,-1.0391,0.6883,2.9998,0.8537,3.1653,0.1655,0.428,2.7396,-0.006,-0.1489,2.1627,-0.5769,-0.3631,0.434,2.7456,-0.2543,0.2142,2.5258,-0.6395,-0.2198,0.893,3.2045,0.2047,-0.1107,2.2009,-0.9644,-1.0037,0.6856,2.9972,-0.2074,0.7309,3.0425,0.8416,0.0453
HAL1,6.4752,3.8357,10.311,-0.3103,-3.4711,3.0041,-7.3068,4.1461,10.6213,-2.2431,12.8644,3.1663,5.1163,11.5915,0.439,3.6304,10.1056,-1.4859,4.6772,11.1525,0.2123,10.9402,-1.9241,9.8154,0.1174,9.698,4.2596,10.7348,-1.1268,4.8574,11.3327,0.5979,-0.275,5.3864,11.8616,5.1325,11.6077,-0.2539,4.559,11.0343,0.3051,5.2363,11.7115,0.6772,-0.0073,4.254,10.7292,-1.1324,5.2435,11.7188,0.1111,0.9895,5.6161,12.0913,0.2297,4.5164,10.9916,-0.616,-1.0996,5.4827,11.958,-0.1333,5.334,11.8093,0.8176,-0.1487
HAL5,0.9026,0.0037,0.9063,-0.0764,0.0903,0.9929,0.0866,0.0801,0.9827,-0.5272,1.5099,-0.4329,0.3093,1.2119,-0.2746,0.2107,1.1133,-0.0986,0.5839,1.4865,-0.1233,1.6098,0.0999,1.9606,0.0178,1.9428,0.2497,1.1523,0.2148,-0.2097,0.6929,-0.4594,-0.5987,0.0349,0.9375,0.389,1.2916,0.3541,-0.1343,0.7683,-0.4114,0.4226,1.3252,0.557,0.008,0.277,1.1796,0.2421,0.4147,1.3173,0.0256,0.1377,1.095,1.9976,1.0601,0.539,1.4417,0.15,-0.556,1.3361,2.2387,0.241,1.1045,2.0071,0.5654,-0.2316
HAL9,7.8912,0.2236,8.1148,0.9081,-7.4232,0.4679,-7.6468,-0.6845,7.2067,-1.2549,8.4616,4.7793,-0.0195,7.8716,0.546,-4.1058,3.7854,-4.0863,-0.5655,7.3256,-0.1111,7.4367,-1.0248,7.2503,3.5681,3.6823,-7.5586,0.3325,-7.9856,-1.4011,6.4901,6.1576,-1.2296,0.4269,8.3181,-0.1715,7.7197,-0.5984,-10.7542,-2.863,-3.3253,-10.7542,-2.863,0,-7.3576,-7.4289,0.4622,-7.8559,-3.3966,4.4945,-3.2251,4.0323,0.5641,8.4552,0.1371,-3.6755,4.2156,-3.504,-4.2396,-3.664,4.2271,-4.2281,-10.7542,-2.863,-7.0787,-7.0901
HAM1,-0.6055,-0.2204,-0.826,-0.3376,0.7767,0.1712,0.9972,0.1172,-0.4884,1.2165,-1.7049,-1.5489,-0.2928,-0.8983,0.0645,0.1749,-0.4306,0.4677,-0.3573,-0.9628,0.8642,-1.827,-0.1221,-0.5191,-0.3631,-0.156,-0.3134,-0.9189,-0.1566,-0.563,-1.1685,-0.2496,-0.6834,-0.1567,-0.7622,0.1205,-0.4851,0.2772,-1.4713,-2.0769,-1.1354,-0.0159,-0.6214,1.4555,-0.065,-0.3359,-0.9415,-0.1792,0.0491,-0.5564,-0.0714,0.385,0.3743,-0.2312,0.531,0.2908,-0.3147,0.1704,-0.0835,0.3108,-0.2947,-0.0635,0.353,-0.2525,0.0622,0.0422
HAP1,2.4688,-8.3067,-5.8379,-7.0766,-8.3067,-5.8379,0,-1.2301,1.2387,-6.3967,7.6354,13.4733,2.3265,4.7953,3.8431,-8.3067,-5.8379,-10.6332,-1.5166,0.9522,-3.7382,4.6903,-2.9451,-2.1613,3.6766,-5.8379,-8.3067,-5.8379,-11.4599,-8.3067,-5.8379,0,-11.6468,3.1532,5.622,3.3401,5.8089,0.1869,-1.3719,1.0969,-0.0411,-1.4164,1.0524,-0.0445,3.6274,-1.3308,1.138,-4.484,-5.0438,-2.575,-8.384,-3.713,-1.0235,1.4453,-4.1767,-8.3067,-5.8379,-11.6468,-7.2832,-8.3067,-5.8379,-7.2832,-8.3067,-5.8379,0,0
HAS1,-0.6702,-0.4667,-1.1369,-0.1634,0.4089,-0.2614,0.8756,-0.3032,-0.9735,-0.2912,-0.6823,-0.9218,-0.1596,-0.8298,0.035,0.2872,-0.383,0.4468,-0.1946,-0.8648,-0.6528,-0.212,0.4703,0.3563,0.1168,0.2395,-0.312,-0.9823,-1.0234,-0.5618,-1.2321,-0.2498,-1.2696,0.7114,0.0411,0.7078,0.0375,-0.0036,0.4592,-0.211,0.2613,-0.0756,-0.7459,-0.5348,-0.2767,0.1979,-0.4723,-0.5134,0.2011,-0.4692,-0.5067,0.0031,0.891,0.2208,0.1797,0.4373,-0.2329,-0.2704,-0.4537,0.6064,-0.0639,-0.2847,0.2392,-0.431,-0.1981,-0.3671
HAT1,1.1339,-0.3275,0.8065,-0.2831,-0.5489,0.585,-0.2215,-0.0444,1.0896,1.701,-0.6114,-2.5088,-0.5954,0.5385,0.189,-0.6868,0.4472,-0.0914,-0.7844,0.3495,0.536,-0.1864,0.425,1.8106,-0.0867,1.8974,-0.99,0.144,-1.0044,-1.0998,0.0341,-0.1098,-1.2096,0.0145,1.1484,0.1098,1.2437,0.0953,-0.5177,0.6162,-0.3126,-0.0719,1.0621,0.4459,-0.0866,-0.2051,0.9288,-0.2196,0.0147,1.1487,-0.095,0.2198,-0.0877,1.0462,-0.1022,-0.4675,0.6664,-0.5773,-0.3798,0.5627,1.6966,0.6504,0.5772,1.7111,1.0447,0.0145
HAT2,0.5345,0.6367,1.1712,0.079,0.7546,1.2891,0.1179,0.5577,1.0922,2.304,-1.2118,-2.7133,-0.3524,0.1821,-0.035,0.2207,0.7551,0.5731,-0.3174,0.2171,0.5934,-0.3763,0.8355,1.4307,-0.0708,1.5015,-0.8504,-0.3159,-1.2466,-0.962,-0.4275,-0.1116,-0.8356,0.3962,0.9307,-0.1263,0.4081,-0.5225,0.5469,1.0814,-0.0191,-0.4267,0.1078,-0.9736,-0.378,0.5661,1.1005,0.1698,-0.0487,0.4857,0.0776,-0.6148,0.4385,0.973,0.0423,0.2353,0.7698,0.3617,-0.2032,0.4485,0.983,0.01,0.4811,1.0156,0.2458,0.0326
HBN1,3.6971,-1.1446,2.5525,-0.2685,-0.822,2.8751,0.3226,-0.8761,2.821,1.9539,0.8671,-1.7469,-1.9674,1.7297,1.0134,-0.0926,3.6045,1.8747,-2.9807,0.7164,1.0405,-0.3241,-1.1912,2.2982,-0.3159,2.614,-0.7794,2.9177,2.9164,-0.418,3.2791,0.3613,0.7856,-3.6958,0.0013,-1.2037,2.4934,2.4921,-1.5573,2.1398,-0.9983,-0.5561,3.141,1.0011,-0.1713,-0.5589,3.1382,3.1368,-0.3848,3.3123,0.8189,0.1741,-1.6164,2.0807,2.0794,0.8064,4.5035,2.01,2.4228,0.8116,4.5087,2.428,0.8783,4.5754,0.0719,0.0667
HBS1,-0.3715,0.6695,0.2981,0.3338,0.851,0.4795,0.1814,0.3357,-0.0357,1.7379,-1.7737,-3.0395,0.0763,-0.2952,0.0174,0.777,0.4056,0.7007,0.0589,-0.3126,0.3726,-0.6851,1.0885,1.2537,-0.0121,1.2658,0.6255,0.254,-0.3244,0.5533,0.1819,-0.0722,-1.1051,0.9498,0.5784,1.6585,1.287,0.7086,0.5975,0.226,-0.557,1.0735,0.7021,0.4761,-0.0856,1.1545,0.783,0.2047,1.1591,0.7877,-0.4993,0.0046,1.0156,0.6441,0.0657,1.1078,0.7363,-0.5507,0.0923,1.6074,1.2359,0.5918,1.5284,1.1569,0.4205,-0.079
